date;time;location;operator;flight_tag;aircraft_type;aircraft_reg;cn_ln;accident_type;fatalities;total_crew;dead_names
11/15/1993;19:07;Near Kerman, Iran;Magistralnye Avialinii;None;Antonov AN-124;RA-82071;07-04;Unknown;17;17;[Milagro Art,Gillis Skipp,Queenie Russ,Kearstin Ad,Jacqueline Keir,Briona Nataniel,Laressa Tuckie,Ambor Lalo,Loreto Meier,Britani Skip,Delawrence Casper,Jennife Angie,Ebonique Orlando,Mahealani Martino,Jeanann Gordon,Timmie Claudianus,Kaitrin Quent]
11/20/1993;23:30;Near Ohrid, Macedonia;Aviaimpex (Macedonia);110;Yakovlev YAK-42D;RA-42390;4016557;Unknown;116;116;[Peterson Tomkin,Solina Blair,Lorenia Hammad,Louisa Ulick,Jamesmichael Gail,Bushra Townie,Teirra Geoffrey,Melana Scotty,Jennine Piggy,Karren Wiley,Erica Jonathon,Christy Rocky,Emmanuela Magnum,Xavion Roderick,Felishia Sebastian,Marya Neal,Brick Ahmad,Rebeccah Vernon,Quintisha Granville,Iyanna Templeton,Medina Yance,Jerell Granville,Sachin Torrance,Daniella Currie,Amylee Ulric,Taelor Isiahi,Margues Leonardo,Kelita Dew,Ikeem Boothe,Christi Bennie,Ajene Erie,Laurenmarie Ossie,Dariana Eduino,Artrice Hunter,Placido Rourke,Saturnino Benjy,Perris Reggis,Jackson Val,Covey Lazar,Chardee Kerr,Darvin Odell,Rozalyn Dunn,Raynell Bailey,Kimberleigh Millard,Timeka Errol,Terri Payton,Nicol Shelby,Analaura Baxie,Anja Base,Ashli Griffin,Angelika Friedrich,Krystle Cozmo,Adia Gaven,Coy Gib,Jovanda Parnell,Marykatherine Godart,Alex Clare,Shanin Tadd,Crissy Ari,Zenas Demetris,Rusti Dominique,Sharnice Brandtr,Thomasina Heall,Shaunta Skylar,Ronak Bale,Jeralyn Jason,Sayra Chris,Consuela Hill,Taralee Mic,Miryam Miles,Jaquilla Toby,Pritesh Cordell,Dakisha Arnaldo,Jackelyn Barnabas,Aline Ivan,Marquie Thorn,Mayela Cello,Monet Vinson,Makala Loydie,Sigifredo Klement,Halina Ron,Shauntee Jaymie,Ryker Raul,Airiel Eduino,Sahwn Humberto,Shenita Emmit,Teirra Felix,Jo Vincents,Kalei Lucian,Matias Jeramey,Demorris Ruy,Liesel Archie,Camielle Alastair,Nastashia Penrod,Shenika Nickola,Reshard Joe,Caitrin Hayes,Paisley Trefor,Mickie Vincent,Caley Hilliard,Deryck Elijah,Robi Saundra,Kaysie Emlyn,Quenna Lawton,Annalynn Raddy,Lawonda Rufus,Ramsey Bartolemo,Houston Alford,Albaro Jeth,Garnell Maurice,Anastassia Harley,Naureen Jerald,Lashayla Eldridge,Brocha Gabriel,Maxine Forest,Taz De Witt]
12/01/1993;19:50;Hibbing, Minnesota;Express Airlines - Northwest Airlink;5719;British Aerospace Jetstream BA-3100;N334PX;706;Other;18;18;[Rema Michele,Nicasio Dean,Dartanion Winfred,Zeena Hastie,Clavin Zebedee,Tyrelle Jorgan,Marysol Cary,Antoine Guido,Vanassa North,Taneya Chrotoem,Lexy Clare,Sherly Jody,Taiesha Perice,Keyaira Chadd,Luiz Demetri,Daria Erskine,Cutter Haslett,Leamon Ulrich]
12/03/1993;02:17;Tuktoyaktuk, NWT, Canada;Arctic Wings & Rotors;None;Britten Norman BN-2A Trislander7;C-GMOP;398;Unknown;7;7;[Padraic Gardie,Khristopher Des,Namiko Aguistin,Ravis Carlo,Darwyn Fremont,Aidee Darill,Trinh Jameson]
12/09/1993;07:32;Off Dakar, Senegal;Air Senegal / Gambia Airways;None;DHC-6 Twin Otter 300 / NAMC YS-11;6V-ADE / C5-GAA;393 / 2030;Other;3;3;[Denice Tod,Rona Gavan,Jarrett Peirce]
12/13/1993;09:20;Phonesavanh, Laos;Lao Aviation;None;Yunshuji Y-12-II;RDPL-34117;42;Other;18;18;[Ramond Poul,Dorene Ara,Velma Garey,Lynett Danny,Murray Hart,Shai Waylin,Asael Giacobo,Christi Base,Glorya Gordan,Holly Niccolo,Anjelina Corty,Dustn Pip,Enoc Mathew,Felix Heindrick,Cyndal Vincenz,Willaim Emory,Taneka Adams,Tyishia Mel]
12/15/1993;14:00;Near Naga, Philippines;Military - Philippine Air Force;None;Lockheed C-130H;4761;4761;Unknown;29;29;[Kerline Alvy,Kyonna Christopher,Tyffany Burke,Gianni Benton,Carmelia Dionysus,Calista Patrizio,Brendin Mendie,Evamarie Eb,Naimah Symon,Alexa Alexandros,Lanetra Craig,Shawnita Dennie,Horatio Lennie,Barak Sauveur,Cadi Conrado,Shaunn Alister,Shanai Orazio,Natarsha Barnabe,Kristie Egon,Benzion Myca,Kindel Mason,Sora Guido,Chimira Sarge,Imberly Ramon,Declan Sydney,Quanta Berkley,Shontay Derby,Hillary Benn,Monice Lin]
12/26/1993;20:57;Gyumri, Armenia;Kuban Airlines;5719;Antonov AN-26;RA-26141;12903;Shot down;36;36;[Chessica Howie,Keidra Oran,Sunnie Gaston,Sherriann Gan,Mervyn Levey,Jabin Jody,Isacc Delmar,Sylvia Monro,Katalin Garrett,Ashraf Mandel,Mickeal Charley,Lehua Allen,Denessa Dougie,Krystian Sterne,Francoise Bartlett,Chuckie Neall,Paden Fairfax,Ragan Raoul,Lila Kiel,Johnnell Darwin,Dorrian Corbie,Guerline Basile,Christia Currie,Rufus Consalve,Robert Rollo,Jeriel Pierce,Donyetta Normy,Luz Willy,Natoshia Alvie,Toshua Karl,Dejuane Andrea,Rosio Addy,Chritina Guthry,Duke Sigmund,Davonte Guthry,Ryheem Lodovico]
01/03/1994;12:08;Near Mamony, Siberia, Russia;Baikal Air;130;Tupolev TU-154M;RA-85656;89A801;Unknown;124;124;[Brena Osbourne,Remigio Jamaal,Odell Alphonse,Crystel Alon,Caly Camey,Genea Hillyer,Darl Rockwell,Chae Aldus,Athina Caddric,Seanpaul George,Thara Pierre,Lawerence Erhart,Lizett Paxon,Akbar Flinn,Deseree Christos,Robb Terrell,Treanna Jules,Alexes Lenci,Madelynn Rog,Vaneza Amerigo,Meosha Ulises,Keneisha Donalt,Colvin Herby,Wheeler Erin,Rosanne Mayor,Gisella Raoul,Stoney Welbie,Obryan Hillary,Eather Gannie,Calin Pasquale,Jaffar Renado,Amalie Weidar,Rakesha Lee,Curtisha Chandler,Adrienna Brigg,Zebedee Lester,Patrizia Nick,Latitia Northrop,Jawara Dietrich,Sejal Tibold,Baudelia Gonzales,Natilie Symon,Desiray Lauritz,Katrinia Giacomo,Caylin Oswell,Khrystina Addison,Olando Scot,Kenric Leigh,Lakrisha Stevy,Luke Mick,Keithon Homer,Montgomery Wilmar,Lucinda Nye,Ajay Farrel,Kashena Malachi,Shantaya Seth,Maybelline Hartley,Jillayne Wyatan,Memorie Antonius,Yoana Wang,Ustin Derril,Jedidiah Hamil,Taressa Adelbert,Derral Allan,Meranda Alain,Dayna Rudy,Janaye Cristiano,Celine Juan,Lakina Bale,Maigan Hayes,Latesia Shaughn,Tinisha Nicko,Tanessa Henderson,Carita Linus,Sherryann Bank,Helana Waylin,Nathania Everett,Cristabel Rolf,Eliazar Kimble,Shamica Georas,Trevin Randall,Tammie Nathaniel,Dennisha Tito,Susanna Tomkin,Briana Nickolai,Shantrell Tuck,Tabita Trip,Chakira Dilan,Jamelia Lambert,Zahira Huntley,Timothy Broderic,Ryker Chrissy,Delilah Gordan,Jermiah Putnem,Jerone Guntar,Kile Brewster,Carlena Lambert,Hally Brett,Jeromiah Tull,Jaimy Gerard,Shaniece Benoit,Lakaisha Pinchas,Artina Oran,Felita Brendon,Miriah Matthus,Lacrystal Humfried,Dawan Mathian,Taquan Haley,Luan Cleavland,Amaryllis Huntley,Elisia Fielding,Naria Orton,Jady Danny,Kristina Jere,Adaira Mikol,Cam Aubrey,Selia Barth,Shamicka Fabiano,Duran Reider,Luciano Paulie,Vuthy Stefano,Darcy Barret,Tori Chip,Destinie Tanner]
01/07/1994;23:21;Columbus, Ohio;Atlantic Coast Airlines (United Express);6291;British Aerospace Jetstream 4101;N304UE;41016;Unknown;5;8;[Rikki Rafael,Tremika Warde,Arnesha Hiram,Annaliza Hadley,Tekoa Carl]
02/24/1994;11:16;Nalchik, Russia;North Western Air Transport;SP9045;Antonov AN-12V;RA-11118;13480002;Unknown;13;13;[Wylie Bradan,Nirvana Nealon,Hien Fabian,Nadirah Arlen,Heidy Hewet,Dino Ian,Dave Meredeth,Nijah Jedidiah,Arielle Nickolaus,Nova Christoffer,Bryceson Joshuah,Raegan Darbee,Yale Klemens]
02/25/1994;19:46;East Midlands, England;British World Airways;4272;Vickers 813 Viscount;G-OHOT;349;Unknown;1;2;[Doray Isador]
02/25/1994;07:02;Near Carpish, Peru;Expresso Aereo;None;Yakovlev YAK-40;OB-1559;9640950;Unknown;31;31;[Jordana Holden,Stephanee Jayme,Takasha Had,Naiya Wilt,Farooq Ilario,Kayte Bowie,Nichoal Walker,Muhamed Dolf,Sunni Yorker,Hally Wheeler,Fortino Thorpe,Krystin Vance,Litisha Welch,Brittanni Frannie,Alegra Giselbert,Laterra Magnum,Arley Linc,Antoinette Clayton,Parag Rowland,Travonta Elsworth,Jerrico Fidel,Jinna Bartlett,Kinzie Antoni,Kansas Rickert,Renee Toddy,Vaneza Morley,Leaann Claybourne,Alfred Kenneth,Gaelan Anderson,Lashann Edgar,Mickeal Redford]
03/02/1994;17:59;New York, New York;Continental Airlines;795;McDonnell Douglas MD-82;N18835;49439;Hijacked;0;116;[]
03/08/1994;14:54;New Delhi, India;Sahara;None;Boeing 737-2R4C;VT-SIA;21763/571;Unknown;4;4;[Clive Kaleb,Bianca Jerrie,Donald Tremain,Charnette Brenden]
03/14/1994;01:52;Off Malindi, Kenya;Military - U.S. Air Force;None;Lockheed C-130H Hercules;69-6576;4351;Other;8;8;[Shaunita Jeramey,Montana Harald,Blade Corby,Adalberto Antonius,Jaruis Alasdair,Ventura Wood,Kimberly Clementius,Nichele Alwin]
03/17/1994;22:30;Near Nag;Military - Islamic Republic of Iran Air Force;-;Lockheed Hercules C-130;5-8521;4432;Hijacked;32;32;[Fredick Wynn,Thara Town,Porshe Alexis,Ashling Nev,Shamia Diego,Olanrewaju Bogart,Sergio Yancy,Herman Pacorro,Sanjiv Darwin,Efrain Dennis,Dava Winn,Derrion Darrin,Antony Salem,Vonetta Raviv,Khrystal Danie,Raven Filmer,Shataya Morlee,Jillene Rouvin,Kerilyn Virgie,Shean Israel,Rich Fergus,Montanna Walden,Karisa Gaspard,Delvon Jarrad,Latonda Drew,Raechal Nathanial,Jacqulene Kristofer,Dulce Sherlocke,Jerilynn Rand,Kendale Sauncho,Hallee Angus,Rebekan Fitz]
03/18/1994;11:43;Key West, Florida;Chalk's International Airlines;None;Grumman G-73T Turbo Mallard;N150FB;J-51;Other;2;2;[Keegan Manfred,Rashel Ignacius]
03/18/1994;01:56;Spokane, Washington;Salair;None;Douglas DC-3C;N3433Y;43089;Unknown;2;2;[Latrista Cal,Melquiades Arri]
03/21/1994;17:54;Weipa, Australia;Aurukun Air Services;None;Britten-Norman BN-2A-21 Trislander;VH-JUU;632;Unknown;6;6;[Yuko Jameson,Mystie Yule,Margaret Dunc,Kameron Fonsie,Sharmila Trevar,Lynesha Arnuad]
03/23/1994;00:57;Near Mezhdurechensk, Russia;Aeroflot;593;Airbus A310-304;F-OGQS;596;Other;75;75;[Jeanclaude Camey,Everet Aldous,Ugo Craig,Keneisha Winifield,Jeniece Olin,Michaelvincent Carolus,Kristie Cullie,Florentino Bealle,Antionette Gannon,Danee Sheffield,Mattie Sanford,Rc Bradford,Timber Horst,Colbie Arvy,Raymondo Morlee,Jerrell Tracie,Arlana Olly,Cooper Lemuel,Constancia Virgie,Jenell Alvy,Marija Adair,Cranston Gardy,Maloree Aylmer,Orestes Jud,Shealyn Maison,Fara Pincas,Karolina Thorstein,Aven Eugen,Tyne Abie,Janine Zane,Demond Nathanael,Otilia Cristiano,Yocheved Mitchel,Kaylee Matias,Johnrobert Wiley,Tyann Erie,Reshonda Gavan,Carmencita Malchy,Shahanna Rusty,Brice Elton,Andee Morgen,Christelle Gottfried,Letha Ivor,Maari Frederich,Shanitta Duffie,Dwanna Ilario,Carlon Reinwald,Annaliisa Dore,Shylo Hoyt,Ricky Raddy,Lorene Fraze,Teira Hakeem,Shaconna Chaim,Afnan Marsh,Deerica Obidiah,Chenay Salomone,Dustine Rutger,Laquinda Linn,Larnell Guthrey,Shua Sanson,Enedina Bob,Rainie Ole,Junious Forester,Kindy Luca,Deon Win,Diahann Gaspar,Jadira Padgett,Elyce Weider,Akio Edmund,Marieke Gordon,Jesica Bear,Yuridia Lawton,Shalisa Lothaire,Nakkia Dagny,Jemel Gannon]
04/03/1994;16:36;Lamoille, Nevada;Air Taxi - El Aero Services Inc.;None;Bell 206B3;N27736;2773;Unknown;5;5;[Ciarra August,Ranesha Elwood,Lizabeth Felipe,Jerrick Jeremie,Jeanpaul Torre]
04/04/1994;14:46;Amsterdam, Netherlands;KLM Cityhopper;433;Saab 340B;PH-KSH;195;Weather;3;24;[Ariann Miguel,Ashleah Eberto,Nina Alden]
04/06/1994;20:20;Kigali, Rwanda;Rwanda Government;None;Dassault Falcon 50;9XR-NN;6;Unknown;12;12;[Kadie Farlie,Jasn Ogdon,Geoffrey Schuyler,Fuquan Leopold,Migel Wilbert,Latise Gaston,Lynea Egan,Lisamarie Hadley,Alfreda Miles,Aleana Hasty,Yuji Niels,Yulanda Derwin]
04/06/1994;17:34;Ambato, Ecuador;TAME;None;De Havilland Canada DHC-6 Twin Otter 300;FAE450;436;Other;17;17;[Kirt Mitch,Jezebel Fernando,Cletis Oran,Caralee Evelin,Kameshia Stacee,Gordon Bil,Tierney Daryl,Genevieve Kimble,August Willard,Rebbecca Kelvin,Ronal Lammond,Dshawn Ellerey,Jamone Stephanus,Chika Gordy,Annita Giffer,Tomislav Allister,Rayan Amory]
04/14/1994;09:25;Northern Iraq;Military - U.S. Army / Military U.S. Army;None;Sikorsky UH-60 / Sikorsky UH-60;8726000/8826060;None;Unknown;26;26;[Fauna Zacharia,Lerin Alasdair,Samantah Sauncho,Joana Zollie,Zachary Gale,Bruna Laurie,Kinsley Ethan,Shiquita Deck,Jb Grant,Terricka Pen,Tanairi Tammie,Yehuda Gun,Kimberlee Dannel,Merl Herbie,Calais Donal,Ahley Alphonso,Leoncio Vinson,Megumi Brandon,Lola Damien,Shaelene Ivar,Van Olivero,Garylee Chadd,Eliyahu Samson,Antwyne Carver,Falon Gal,Sekou Emmanuel]
04/25/1994;00:36;Nanga Pinoh, Indonesia;Dirgantara Air Services;None;Britten Norman BN-2A-21 Trislander;PK-ZAA;730;Weather;11;11;[Nashawn Corey,Thompson Maddie,Lynsie Odie,Shyann Dew,Marleigh Wilmer,Rahshawn Chad,Shandee Ian,Sarath Derwin,Hudson Chester,Jeannie Ford,Maritsa Shaun]
04/26/1994;20:16;Near Komaki, Aichi, Japan;China Airlines (Taiwan);140;Airbus A300B4-622R;B-1816;580;Unknown;264;271;[Jerryd Robinson,Demika Jasper,Chrstopher Gavin,Eliceo Maximo,Brittony Olivero,Robynne Vinson,Loreto Earle,Rolan Stillmann,Drey Prentiss,Tivon Mata,Batsheva Raleigh,Mickala Job,Javed Arley,Gilberto Yancy,Sandhya Rolph,Abel Hieronymus,Leopoldo Fredric,Lisanne Klement,Tallulah Herman,Cheryl Dalton,Jackalynn Jude,Channell Hubert,Demetrice Konrad,Robecca Ciro,Canda Nichols,Kamar Ham,Shalena Niels,Cleo Creight,Purvis Rad,Darly Alfredo,Tristia Ichabod,Tiffnay Evelin,Theotis Aluino,Lorene Derron,Rahiem Maxwell,Vivienne Evin,Leela Biron,Malary Alessandro,Pepsi Levon,Jerimey Lombard,Nary Eberto,Shawndrea Rouvin,Gage Jasen,Magon Hazel,Tyria Dominique,Juliana Iosep,Ramanda Gregory,Laysa Mike,Delon Whit,Rad Newton,Blas Pearce,Donivan Iggy,Rossi Reuben,Kana Eldridge,Cerita Johnny,Wilmary Rodney,Ashlynne Teodoro,Torrell Orlando,Trevis Urbain,Christos Eldon,Chelcy Wendel,Virgie Cyrill,Wylene Mikael,Leslee Jarrett,Lizabeth Giusto,Maleaha Allayne,Jerramie Ellsworth,Juliene Foss,Lao Hyman,Collyn Raleigh,Laquata Renaud,Bradd Nat,Delaina Jefferson,Karema Siffre,Eddrick Olag,Jacqueleen Ulises,Jarred Peter,Temitope Hoebart,Kenyata Albie,Kriste Davon,Takisha Florian,Vikki Ly,Christol Ancell,Ramone Wilton,Latia Markus,Corita Craggy,Favian Cyril,Diona Richart,Nicloe Vidovik,Kelsy Aland,Charleen Algernon,Wilton Wayne,Lanny Gherardo,Leala Erhart,Chadwick Hillie,Tremayne Moss,Shelby Rhys,Kaylene Alvy,Rayshon Haze,Mimi Cullen,Kyron Reube,Pia Terrel,Ambreia Derrik,Dashon Dorian,Takisha Thorn,Dariel Stephanus,Ellana Yulma,Octavious Ingra,Shauntrice Eberhard,Dariana Thedric,Tarvis Bryan,Sherilyn Colas,Thai Oren,Quana Sly,Romell Keene,Hari Burr,Britaney Reid,Shaylynn Malvin,Jackilyn Ham,Jim Cecil,Krystine Slade,Ethel Reynolds,Nita Quill,Jaya Judas,Kelcie Simon,Fahad Bendicty,Antwine Nelson,Maquita Eal,Cathryn Averell,Cleotha Roddie,Jameila Marcello,Marye Denis,Levina Waverly,Alsha Eduardo,Dawayne Jody,Alejo Bertrando,Clenton De Witt,Clare Kelwin,Xandria Harvey,Daphna Pierce,Stephan Kermy,Jeffey Rikki,Atif Cece,Shontelle Gustavo,Favio Wayne,Tata Angie,Felton Adolphus,Marquin Alfonso,Aiyana Isacco,Khanh Shawn,English Hanan,Brittanni Thacher,Edi Haley,Jennessa Waiter,Kally Bradly,Angella Aluino,Seda Vale,Leeanna Bordy,Bethlehem Claybourne,Levon Eal,Machelle Stanly,Rolandas Kristos,Yoel Rriocard,Jennfier Rooney,Keena Piggy,Abra Fonzie,Kennith Jerald,Nathasha Waylin,Iyesha Sigismundo,Raine Bronnie,Rheana Chrissy,Mija Manfred,Eliza Zelig,Elliot Murray,Anastassia Thornton,Genae Ev,Sherard Mikol,Kamela Randy,Swati Solly,Gerod Lennie,Loria Em,Bessie Casar,Darean Adolf,Ahmad Sumner,Kasheena Quinton,Nachelle Cass,Adin Brice,Clover Merwyn,Stetson Carly,Joselin Jules,Daphnie Benjie,Jenai Garth,Thayer Tulley,Ethen Panchito,Elayne Luke,Abdul Mick,Jerome Westleigh,Michaela Cleve,Macrina Ker,Ivelisse Codi,Liset Meryl,Grecia Geoffry,Karsten Winifield,Tabatha Bastien,Hansen Thayne,Precilla Romeo,Illiam Matthias,Ltoya Judd,Dorell Sammie,Montgomery Car,Jatara Curr,Jamielyn Che,Tiajuana Rustin,Aneka Barnabas,Chrystie Gauthier,Sherie Wallas,Rashon Tom,Amberleigh Isaak,Raye Christoffer,Chanh Gene,Elona Benjamen,Jawanda Conrade,Ryker Dan,Ashlely Mickey,Leonora Killian,Mindy Cleveland,Varina Colman,Arika Rab,Nashea Jonas,Chanita Case,Jaquita Hermie,Rigel Conney,Jackelin Itch,Ciji Shaw,Giavanna Von,Ivania Chadwick,Temple Rosco,Tekesha Wain,Bethlehem Baxie,Tani Giselbert,Skip Toiboid,Casey Ermin,Georg Marlo,Aldin Lamond,Aprill Noble,Kedar Julius,Darra Bearnard,Christopher Federico,Melonee Douglas,Rayshawn Cooper,Nicolle Laird,Thedore Titus,Susan Xavier,Mariea Graig,Shantika Ashby,Keita Valentin,Tatia Renard,Jaruis Vic,Pilar Peirce,Amisha Cart,Quenten Benyamin,Tyrese Ansel,Shanique Torre,Tonica Yank]
05/07/1994;20:53;Sao Gabriel, Brazil;Rico Taxi Aereo;None;Embraer 110 Bandeirante;PT-GJW;110-072;Other;8;16;[Kiri Ferdy,Kalan Tannie,Shruti Shaun,Esmond Jervis,Onix Patricio,Denisha Henrik,Brittania Wally,Kenja Dar]
05/23/1994;10:55;Loma Linda, Colombia;Arall;None;Pilatus Britten-Norman BN-2B-27 Islander;HK-2890;2111;Unknown;4;11;[Maximino Binky,Renita Anatole,Mark Scarface,Shuan Ambrosio]
05/28/1994;07:38;Near Villavicencio, Colombia;Transoriente Colombia;None;Douglas DC-3 (C-53D-DO);HK-2213;11752;Unknown;7;29;[Jushua Paddy,Rayce Davey,Rashmi Homere,Shauntae Redford,Tarita Francisco,Josephus Woody,Allisa Lucias]
06/02/1994;18:00;Near Campbeltown, Scotland;Military - UK Royal Air Force;None;Boeing Vertol Chinook HC-2 (helicopter);ZD576;MA036;Unknown;29;29;[Durwin Maximilianus,Zvi Pincas,Amarily Marijn,Laguana Tabbie,Abbas Aldo,Indria Linn,Keeli Krishna,Olen Sherwynd,Shantia Bartholemy,Nausheen Niven,Alixandria Rees,Guinevere Gavan,Cadie Teddie,Thoeun Abbie,Tambria Cary,Tynishia Antoni,Johnica Odie,Kala Bron,Donta Minor,Kaiya Petr,Soila Ruben,Jermany Wilt,Uyen Garald,Geron Oberon,Jerald Maynard,Laquida Oliver,Chanita Nicola,Liberty De Witt,Pooja Koenraad]
06/06/1994;08:20;Near Xi'an, China;China Northwest Airlines;2303;Tupolev TU-154M;B-2610;86A-740;Unknown;160;160;[Isela Aharon,Apryll Stavros,Rae Jimmie,Sheron Osborne,Kellene Leif,Aleshia Broderick,Louie Tito,Shraga Brook,Brocha Law,Mana Theobald,Dorota Sheffield,Henderson Benedetto,Shantelle Reece,Chante Bail,Enna Gradey,Shawnese Ramon,Lon Bil,Hoai Bink,Geovanna Gery,Padraic Chrisse,Dannie Haley,Liberty Chase,Damin Duffie,Rabia Demetris,Serena Kerwinn,Aina Rob,Sary ErvIn,Robina Aldon,Markas Hakeem,Twanisha Richmond,Markcus Maxie,Rylie Danie,Michelle Cedric,Devario Guillaume,Asif Lonnard,Shital Rand,Humphrey Kahaleel,Luiscarlos Zackariah,Jessicaann Granthem,Abram Sherlocke,Satia Ive,Tamir Raul,Takeila Sasha,Regan Colby,Shatonia Giulio,Candies Chadd,Kizzy Mauricio,Ninja Sholom,Dannica Izak,Grissel Giffard,Kayle Frasco,Jamesha Teador,Shundreka Jean,Lilly Mikel,Keara Cale,Patrik Ruddy,Fernanda Hobard,Sonni Jarrod,Carmella Rawley,Lekisha Forster,Cielo Barri,Tessa Derrik,Darlene Laurie,Kendall Manolo,Edouard Trev,Caralynn Wayland,Nickcole Dane,Leanne Haze,Kellymarie Cammy,Ngan Curcio,Imad Nolan,Tiffiany Pepito,Kaden Abba,Carlito Finn,Yuridia Herman,Shaneequa Alleyn,Whisper Hardy,Cordell Guy,Stefanos Gradey,Rickelle Sampson,Garren Urbano,Jenesis Paul,Eulalio Greg,Baxter Rhett,Pia Ethan,Uchenna Reynolds,Neale Marv,Quantina Ralph,Jeremian Stearn,Brayden Frederich,Shandon Claiborn,Adella Parry,Christelle Bayard,Krishana Brad,Keonna Ellis,Lars Dylan,Kymberli Phineas,Sujey Lewes,Zer Herbert,Shalinda Vite,Elly Klaus,Tamicka Corty,Kamil Brew,Eustacia Rickie,Barbi Orbadiah,Arleen Alan,Eisha Brandtr,Klaus Haydon,Lamark Erhard,Carmencita Ase,Gerrell Brose,Seng Gunter,Natalya Aldous,Carvin Adrian,Vicente Rafaellle,Loria Erek,Genieve Pen,Jamille Towny,Jennelle Alasdair,Allia Richmond,Elektra Stearne,Giuseppe Cort,Zer Guillaume,Cherylanne Freemon,Earnie Georg,Chessa Cori,Jazmaine Bartholemy,Asmaa Randy,Babak Sherwood,Margie Amos,Kylea Vail,Pearlie Booth,Jerrilyn Booth,Karmen Linn,Tammie Alfredo,Marilyn Lemmy,Gilverto Ogdan,Natale Vern,Kayde Evan,Shiree Raff,Deshanda Rocky,Ieashia Hollis,Jaie Gerri,Litisha Car,Jeneen Barrie,Colyn Phillip,Sha Jethro,Kasie Talbot,Peter Marshall,Laurin Hymie,Tamber Hadrian,Sopheak Gardiner,Idris Kane,Maryanne Dionysus,Samora Der,Satia Orazio,Claud Alphonse,Kalen Ingra,Adelaida Herman,Janira Wallache]
06/13/1994;18:50;Near Uruapan, Mexico;Aerolineas Cuahonte;None;Swearingen SA.226TC Metro II;XA-SLU;TC-401;Unknown;9;9;[Elbony Napoleon,Nayra Wait,Kasey Damian,Charleen Gaby,Franchot Chilton,Geofrey Grover,Dwan Yorgo,Catelyn Tome,Corday Curt]
06/18/1994;12:20;Mt.  Kalora, Indonesia;Merpati Nusantara Airlines;None;Fokker F-27 Friendship 500F;PK-MFI;10597;Unknown;12;12;[Camela Shepherd,Nicklaus Zack,Jesscia Steven,Dorothy Sheffield,Noella Merwyn,Audry Gustav,Avel Terrill,Davin Peder,Jerrilyn Alexis,Jerry Jed,Fabio Dante,Christel Tobiah]
06/18/1994;06:25;Chantilly, Virginia;TAESA;None;Learjet 25D;XA-BBA;25D223;Unknown;12;12;[Mone Dennie,Myria Rollin,Jerred Henrik,Jenne Whitney,Marjory Louis,Wendolyn Chick,Dezaree Inglis,Alphonso Bondy,Chaun Lester,Stephany Elvis,Travin Kristos,Kaj Jarrad]
06/26/1994;19:35;Abidjan, Ivory Coast;Air Ivoire;777;Fokker F-27 Friendship 400M;TU-TIP;10577;Unknown;17;17;[Kassey Freedman,Tanzania Miller,Lyla Wainwright,Lecia Geoff,Maygen Hillyer,Danita Alwin,Adolpho Jay,Andee Reade,Layton Gualterio,Adian Vincenz,Aleksandra Rem,Deliah Seumas,Chike Cord,Octavis Nealson,Letoya Barclay,Lyndia Alonso,Shakeria Nicolais]
06/29/1994;17:29;Near Logar, Afghanistan;Military - Dostum-Galboddin Militia;None;Antonov AN-32;None;None;Unknown;50;70;[Gretta Edouard,Yulisa Randal,Warner Tully,Sheanna Chris,Katryn Richmound,Freddy Rafi,Stormy Henrik,Ryan Paddy,Cayla Boot,Ravyn Trever,Cleo Reid,Bernell Connor,Keller Thibaut,Roosevelt Merrel,Leon Morley,Dishawn Perry,Dagmar Neron,Jaronda Arie,Valentin Adolpho,Nichlas Ludwig,Stephene Trever,Chirstopher Jeremie,Shenee Delmor,Gabrella Hector,Esau Grove,Valerio Hobart,Arabia Herrick,Lyndee Aguste,Biran Hillery,Antwone Timothee,Ceddrick Moise,Omega Frederigo,Melannie Haily,Lawrance Lanie,Narda Vaclav,Alford Fredek,Tawney Kellen,Allah Benjie,Shaya Elden,Isa Eddy,Lynnsey Ad,Krissi Abramo,Brooklynn Ingar,Percy Quentin,Saleh Logan,Damany Janos,Jamir Ilario,Crhistopher Timmy,Nicosha Rockie,Joselyn Car]
06/30/1994;17:41;Toulouse-Blagnac, France;Airbus Industrie;129;Airbus A330-321;F-WWKH;42;Other;7;7;[Brendt Terrel,Erich Britt,Alnisa Augustus,Cyara Pierce,Reinaldo Giacobo,Fransico Hall,Zulema Hobart]
